district_id,district_name
10220,"Ada, OK"
11740,"Ashland, OH"
30880,"Logan, WV"
12580,"Baltimore-Columbia-Towson, MD"
40060,"Richmond, VA"
39940,"Rexburg, ID"
41860,"San Francisco-Oakland-Hayward, CA"
13820,"Birmingham-Hoover, AL"
13220,"Beckley, WV"
29500,"Lamesa, TX"
36460,"Olean, NY"
45860,"Torrington, CT"
32900,"Merced, CA"
40260,"Roanoke Rapids, NC"
30340,"Lewiston-Auburn, ME"
28060,"Kalispell, MT"
21820,"Fairbanks, AK"
47580,"Warner Robins, GA"
36020,"Oak Harbor, WA"
38820,"Port Angeles, WA"
25460,"Harrison, AR"
41620,"Salt Lake City, UT"
25900,"Hilo, HI"
26340,"Houghton, MI"
25840,"Hermiston-Pendleton, OR"
30980,"Longview, TX"
30020,"Lawton, OK"
10540,"Albany, OR"
23420,"Fresno, CA"
48500,"West Point, MS"
34180,"Moses Lake, WA"
44300,"State College, PA"
23180,"Frankfort, KY"
23980,"Glasgow, KY"
35940,"Norwalk, OH"
43220,"Shelton, WA"
16700,"Charleston-North Charleston, SC"
40140,"Riverside-San Bernardino-Ontario, CA"
