Areaname,GEOID,area
"Dodge, NE",31053,543.98
"Douglas, NE",31055,339.65
"Dundy, NE",31057,920.84
"Fillmore, NE",31059,576.66
"Franklin, NE",31061,576.13
"Frontier, NE",31063,980.11
"Furnas, NE",31065,720.53
"Gage, NE",31067,859.99
"Garden, NE",31069,1731.15
"Garfield, NE",31071,571.36
"Gosper, NE",31073,462.77
"Grant, NE",31075,783.27
"Greeley, NE",31077,570.74
"Hall, NE",31079,552.25
"Hamilton, NE",31081,546.76
"Harlan, NE",31083,574.2
"Hayes, NE",31085,713.37
"Hitchcock, NE",31087,718.62
"Holt, NE",31089,2417.8
"Hooker, NE",31091,721.54
"Howard, NE",31093,575.77
"Jefferson, NE",31095,575.53
"Johnson, NE",31097,376.84
"Kearney, NE",31099,516.15
"Keith, NE",31101,1109.85
"Keya Paha, NE",31103,774.21
"Kimball, NE",31105,952.38
"Knox, NE",31107,1139.75
"Lancaster, NE",31109,846.73
"Lincoln, NE",31111,2575.27
"Logan, NE",31113,571.18
"Loup, NE",31115,571.06
"McPherson, NE",31117,860.06
"Madison, NE",31119,575.09
"Merrick, NE",31121,494.39
"Morrill, NE",31123,1429.92
"Nance, NE",31125,448.08
"Nemaha, NE",31127,411.91
"Nuckolls, NE",31129,576
"Otoe, NE",31131,619.12
"Pawnee, NE",31133,432.97
"Perkins, NE",31135,884.33
"Phelps, NE",31137,540.62
"Pierce, NE",31139,575.31
"Platte, NE",31141,689.13
"Polk, NE",31143,441.13
"Red Willow, NE",31145,718.1
"Richardson, NE",31147,555.98
"Rock, NE",31149,1011.91
"Saline, NE",31151,576.08
"Sarpy, NE",31153,247.29
"Saunders, NE",31155,758.91
"Scotts Bluff, NE",31157,745.57
"Seward, NE",31159,575.74
"Sheridan, NE",31161,2470.12
"Sherman, NE",31163,571.66
"Sioux, NE",31165,2067.43
"Stanton, NE",31167,431.08
"Thayer, NE",31169,575.36
"Thomas, NE",31171,713.69
"Thurston, NE",31173,396.27
"Valley, NE",31175,570.54
"Washington, NE",31177,393.79
"Wayne, NE",31179,443.52
"Webster, NE",31181,575.04
"Wheeler, NE",31183,575.61
"York, NE",31185,576.04
NEVADA,32000,110566.91
"Churchill, NV",32001,5023.65
"Clark, NV",32003,8091.05
"Douglas, NV",32005,737.67
"Elko, NV",32007,17204.04
"Esmeralda, NV",32009,3589.19
"Eureka, NV",32011,4180.25
"Humboldt, NV",32013,9658.42
"Lander, NV",32015,5519.64
"Lincoln, NV",32017,10637.44
"Lyon, NV",32019,2016.49
"Mineral, NV",32021,3813.17
"Nye, NV",32023,18159.71
"Pershing, NV",32027,6067.89
"Storey, NV",32029,263.81
"Washoe, NV",32031,6551.48
"White Pine, NV",32033,8897.17
"Carson City city, NV",32510,155.85
NEW HAMPSHIRE,33000,9350.93
"Belknap, NH",33001,468.59
"Carroll, NH",33003,992.32
"Cheshire, NH",33005,729.21
"Coos, NH",33007,1831.72
"Grafton, NH",33009,1750.3
"Hillsborough, NH",33011,892.28
"Merrimack, NH",33013,956.56
"Rockingham, NH",33015,794.04
"Strafford, NH",33017,383.95
"Sullivan, NH",33019,551.98
NEW JERSEY,34000,8721.95
"Atlantic, NJ",34001,671.47
"Bergen, NJ",34003,246.82
"Burlington, NJ",34005,819.48
"Camden, NJ",34007,227.59
"Cape May, NJ",34009,620.29
"Cumberland, NJ",34011,676.57
"Essex, NJ",34013,129.59
"Gloucester, NJ",34015,337
"Hudson, NJ",34017,62.26
"Hunterdon, NJ",34019,437.85
"Mercer, NJ",34021,228.87
"Middlesex, NJ",34023,322.65
"Monmouth, NJ",34025,665.34
"Morris, NJ",34027,481.36
"Ocean, NJ",34029,915.9
"Passaic, NJ",34031,197.07
"Salem, NJ",34033,372.54
"Somerset, NJ",34035,305.07
"Sussex, NJ",34037,535.96
"Union, NJ",34039,105.46
"Warren, NJ",34041,362.78
NEW MEXICO,35000,121598.23
"Bernalillo, NM",35001,1168.77
"Catron, NM",35003,6929.49
"Chaves, NM",35005,6075.6
"Cibola, NM",35006,4542.07
"Colfax, NM",35007,3768.29
"Curry, NM",35009,1407.78
"De Baca, NM",35011,2334.02
"Dona Ana, NM",35013,3814.88
"Eddy, NM",35015,4197.8
"Grant, NM",35017,3967.79
"Guadalupe, NM",35019,3031.81
"Harding, NM",35021,2126.1
"Hidalgo, NM",35023,3446.2
"Lea, NM",35025,4394.33
"Lincoln, NM",35027,4831.64
"Los Alamos, NM",35028,109.35
"Luna, NM",35029,2965.5
"McKinley, NM",35031,5455.62
"Mora, NM",35033,1933.6
"Otero, NM",35035,6627.84
"Quay, NM",35037,2881.98
"Rio Arriba, NM",35039,5896.53
"Roosevelt, NM",35041,2455.08
"Sandoval, NM",35043,3714.65
"San Juan, NM",35045,5538.71
"San Miguel, NM",35047,4736
"Santa Fe, NM",35049,1910.95
"Sierra, NM",35051,4236.59
"Socorro, NM",35053,6649.06
"Taos, NM",35055,2204.77
"Torrance, NM",35057,3346.1
"Union, NM",35059,3831
"Valencia, NM",35061,1068.29
NEW YORK,36000,54474.56
"Albany, NY",36001,533.47
"Allegany, NY",36003,1034.48
"Bronx, NY",36005,57.42
"Broome, NY",36007,715.5
"Cattaraugus, NY",36009,1322.33
"Cayuga, NY",36011,778.93
"Chautauqua, NY",36013,1500.19
"Chemung, NY",36015,410.81
"Chenango, NY",36017,898.76
"Clinton, NY",36019,1117.68
"Columbia, NY",36021,648.32
"Cortland, NY",36023,501.55
"Delaware, NY",36025,1468.11
"Dutchess, NY",36027,825.43
"Erie, NY",36029,1226.97
"Essex, NY",36031,1916.62
"Franklin, NY",36033,1697.54
"Fulton, NY",36035,532.94
"Genesee, NY",36037,495.37
"Greene, NY",36039,658.19
"Hamilton, NY",36041,1807.9
"Herkimer, NY",36043,1458.46
"Jefferson, NY",36045,1857.35
"Kings, NY",36047,96.87
"Lewis, NY",36049,1289.99
"Livingston, NY",36051,640.49
"Madison, NY",36053,661.56
"Monroe, NY",36055,1365.95
"Montgomery, NY",36057,410.35
"Nassau, NY",36059,453.32
"New York, NY",36061,33.68
"Niagara, NY",36063,1139.89
"Oneida, NY",36065,1257.16
"Onondaga, NY",36067,805.73
"Ontario, NY",36069,662.46
"Orange, NY",36071,838.58
"Orleans, NY",36073,817.53
"Oswego, NY",36075,1312.22
"Otsego, NY",36077,1015.24
"Putnam, NY",36079,246.27
"Queens, NY",36081,177.35
"Rensselaer, NY",36083,665.46
"Richmond, NY",36085,102.62
"Rockland, NY",36087,199.36
"St. Lawrence, NY",36089,2821.61
"Saratoga, NY",36091,843.78
"Schenectady, NY",36093,209.64
"Schoharie, NY",36095,626.18
"Schuyler, NY",36097,346.16
"Seneca, NY",36099,390.53
"Steuben, NY",36101,1404.17
"Suffolk, NY",36103,2373.39
"Sullivan, NY",36105,996.93
"Tioga, NY",36107,522.94
"Tompkins, NY",36109,491.65
"Ulster, NY",36111,1160.82
"Warren, NY",36113,931.73
"Washington, NY",36115,845.91
"Wayne, NY",36117,1384.18
"Westchester, NY",36119,500.21
"Wyoming, NY",36121,596.48
"Yates, NY",36123,371.85
NORTH CAROLINA,37000,53821.35
"Alamance, NC",37001,434.8
"Alexander, NC",37003,263.29
"Alleghany, NC",37005,235.52
"Anson, NC",37007,537.17
"Ashe, NC",37009,426.81
"Avery, NC",37011,247.22
"Beaufort, NC",37013,958
"Bertie, NC",37015,741.22
"Bladen, NC",37017,887.15
"Brunswick, NC",37019,1050.06
"Buncombe, NC",37021,660.05
"Burke, NC",37023,514.91
"Cabarrus, NC",37025,365.02
"Caldwell, NC",37027,474.32
"Camden, NC",37029,305.72
"Carteret, NC",37031,1351.57
"Caswell, NC",37033,428.47
"Catawba, NC",37035,413.52
"Chatham, NC",37037,709.18
"Cherokee, NC",37039,466.69
"Chowan, NC",37041,233.32
"Clay, NC",37043,220.6
"Cleveland, NC",37045,468.31
"Columbus, NC",37047,953.64
"Craven, NC",37049,761.82
"Cumberland, NC",37051,658.5
"Currituck, NC",37053,525.68
"Dare, NC",37055,1561.59
"Davidson, NC",37057,566.81
"Davie, NC",37059,266.89
"Duplin, NC",37061,819.15
"Durham, NC",37063,298.12
"Edgecombe, NC",37065,506.61
"Forsyth, NC",37067,412.91
"Franklin, NC",37069,494.14
"Gaston, NC",37071,363.85
"Gates, NC",37073,345.63
"Graham, NC",37075,301.61
"Granville, NC",37077,536.6
"Greene, NC",37079,265.91
"Guilford, NC",37081,657.73
"Halifax, NC",37083,730.97
"Harnett, NC",37085,601.3
"Haywood, NC",37087,554.85
"Henderson, NC",37089,374.85
"Hertford, NC",37091,360.83
"Hoke, NC",37093,392.37
"Hyde, NC",37095,1424
"Iredell, NC",37097,593.42
"Jackson, NC",37099,494.36
"Johnston, NC",37101,795.9
"Jones, NC",37103,474.74
"Lee, NC",37105,259.36
"Lenoir, NC",37107,402.11
"Lincoln, NC",37109,307.06
"McDowell, NC",37111,446.43
"Macon, NC",37113,519.44
"Madison, NC",37115,451.61
"Martin, NC",37117,462.9
"Mecklenburg, NC",37119,549.74
"Mitchell, NC",37121,222.15
"Montgomery, NC",37123,501.1
"Moore, NC",37125,706.29
"Nash, NC",37127,542.72
"New Hanover, NC",37129,327.93
"Northampton, NC",37131,550.26
"Onslow, NC",37133,908.46
"Orange, NC",37135,401.15
"Pamlico, NC",37137,566.24
"Pasquotank, NC",37139,289.45
"Pender, NC",37141,932.69
"Perquimans, NC",37143,328.95
"Person, NC",37145,404.1
"Pitt, NC",37147,654.81
"Polk, NC",37149,238.58
"Randolph, NC",37151,789.97
"Richmond, NC",37153,479.64
"Robeson, NC",37155,951.07
"Rockingham, NC",37157,572.35
"Rowan, NC",37159,523.89
"Rutherford, NC",37161,565.98
"Sampson, NC",37163,947.51
"Scotland, NC",37165,320.65
"Stanly, NC",37167,404.3
"Stokes, NC",37169,455.9
"Surry, NC",37171,537.81
"Swain, NC",37173,540.65
"Transylvania, NC",37175,380.57
"Tyrrell, NC",37177,600.32
"Union, NC",37179,639.64
"Vance, NC",37181,269.85
"Wake, NC",37183,857.5
"Warren, NC",37185,443.83
"Washington, NC",37187,424.26
"Watauga, NC",37189,312.76
"Wayne, NC",37191,556.72
"Wilkes, NC",37193,759.96
"Wilson, NC",37195,374.29
"Yadkin, NC",37197,337.53
"Yancey, NC",37199,313.13
NORTH DAKOTA,38000,70703.83
"Adams, ND",38001,988.89
"Barnes, ND",38003,1513.34
"Benson, ND",38005,1439.39
"Billings, ND",38007,1153.47
"Bottineau, ND",38009,1697.83
"Bowman, ND",38011,1167.03
"Burke, ND",38013,1129.33
"Burleigh, ND",38015,1668.12
"Cass, ND",38017,1768
"Cavalier, ND",38019,1510.22
"Dickey, ND",38021,1141.76
"Divide, ND",38023,1294.24
"Dunn, ND",38025,2082.38
"Eddy, ND",38027,644.26
"Emmons, ND",38029,1554.82
"Foster, ND",38031,646.75
"Golden Valley, ND",38033,1002.4
"Grand Forks, ND",38035,1439.91
"Grant, ND",38037,1666.02
"Griggs, ND",38039,716.21
"Hettinger, ND",38041,1133.78
"Kidder, ND",38043,1433.3
"LaMoure, ND",38045,1150.86
"Logan, ND",38047,1011.14
"McHenry, ND",38049,1911.83
"McIntosh, ND",38051,995.12
"McKenzie, ND",38053,2861.05
"McLean, ND",38055,2328.27
"Mercer, ND",38057,1112.49
"Morton, ND",38059,1945.39
"Mountrail, ND",38061,1941.16
"Nelson, ND",38063,1008.8
"Oliver, ND",38065,731.23
"Pembina, ND",38067,1121.78
"Pierce, ND",38069,1082.26
"Ramsey, ND",38071,1300.93
"Ransom, ND",38073,864.18
"Renville, ND",38075,892.11
"Richland, ND",38077,1445.8
"Rolette, ND",38079,939.4
"Sargent, ND",38081,867.15
"Sheridan, ND",38083,1005.83
"Sioux, ND",38085,1128.37
"Slope, ND",38087,1219.27
"Stark, ND",38089,1340.55
"Steele, ND",38091,715.54
"Stutsman, ND",38093,2298.36
"Towner, ND",38095,1041.61
"Traill, ND",38097,862.59
"Walsh, ND",38099,1294.17
"Ward, ND",38101,2056.36
"Wells, ND",38103,1290.7
"Williams, ND",38105,2148.08
OHIO,39000,44827.53
"Adams, OH",39001,585.83
"Allen, OH",39003,406.92
"Ashland, OH",39005,426.86
"Ashtabula, OH",39007,1368.76
"Athens, OH",39009,508.58
"Auglaize, OH",39011,401.74
"Belmont, OH",39013,541.41
"Brown, OH",39015,495.26
"Butler, OH",39017,470.24
"Carroll, OH",39019,399.02
"Champaign, OH",39021,429.74
"Clark, OH",39023,403.83
"Clermont, OH",39025,457.74
"Clinton, OH",39027,412.31
"Columbiana, OH",39029,535.22
"Coshocton, OH",39031,567.61
"Crawford, OH",39033,402.85
"Cuyahoga, OH",39035,1245.62
"Darke, OH",39037,600.38
"Defiance, OH",39039,414.21
"Delaware, OH",39041,455.99
"Erie, OH",39043,625.78
"Fairfield, OH",39045,508.58
"Fayette, OH",39047,407.11
"Franklin, OH",39049,543.35
"Fulton, OH",39051,407.36
"Gallia, OH",39053,471.16
"Geauga, OH",39055,408.71
"Greene, OH",39057,416.24
"Guernsey, OH",39059,528.33
"Hamilton, OH",39061,412.81
"Hancock, OH",39063,533.64
"Hardin, OH",39065,470.55
"Harrison, OH",39067,410.81
"Henry, OH",39069,420
"Highland, OH",39071,557.89
"Hocking, OH",39073,423.62
"Holmes, OH",39075,424.04
"Huron, OH",39077,494.94
"Jackson, OH",39079,421.52
"Jefferson, OH",39081,410.89
"Knox, OH",39083,529.56
"Lake, OH",39085,979.02
"Lawrence, OH",39087,457.3
"Licking, OH",39089,688.39
"Logan, OH",39091,466.81
"Lorain, OH",39093,923.09
"Lucas, OH",39095,560.64
"Madison, OH",39097,465.97
"Mahoning, OH",39099,423.4
"Marion, OH",39101,404.17
"Medina, OH",39103,423.13
"Meigs, OH",39105,432.41
"Mercer, OH",39107,473.32
"Miami, OH",39109,409.19
"Monroe, OH",39111,457.48
"Montgomery, OH",39113,464.39
"Morgan, OH",39115,421.88
"Morrow, OH",39117,407.38
"Muskingum, OH",39119,672.61
"Noble, OH",39121,404.6
"Ottawa, OH",39123,620.41
"Paulding, OH",39125,418.92
"Perry, OH",39127,412.62
"Pickaway, OH",39129,506.84
"Pike, OH",39131,443.98
"Portage, OH",39133,507.14
"Preble, OH",39135,426.35
"Putnam, OH",39137,484.28
"Richland, OH",39139,500.36
"Ross, OH",39141,693
"Sandusky, OH",39143,417.8
"Scioto, OH",39145,616.12
"Seneca, OH",39147,552.41
"Shelby, OH",39149,411.06
"Stark, OH",39151,580.94
"Summit, OH",39153,420.1
"Trumbull, OH",39155,634.08
"Tuscarawas, OH",39157,571.53
"Union, OH",39159,437
"Van Wert, OH",39161,410.51
"Vinton, OH",39163,414.99
"Warren, OH",39165,407.14
"Washington, OH",39167,640.18
"Wayne, OH",39169,556.34
"Williams, OH",39171,423.08
"Wood, OH",39173,620.58
"Wyandot, OH",39175,407.65
OKLAHOMA,40000,69902.9
"Adair, OK",40001,577.06
"Alfalfa, OK",40003,881.5
"Atoka, OK",40005,990.05
"Beaver, OK",40007,1817.68
"Beckham, OK",40009,904.19
"Blaine, OK",40011,938.94
"Bryan, OK",40013,943.49
"Caddo, OK",40015,1290.41
"Canadian, OK",40017,905.25
"Carter, OK",40019,833.78
"Cherokee, OK",40021,776.45
"Choctaw, OK",40023,800.72
"Cimarron, OK",40025,1841.27
"Cleveland, OK",40027,558.39
"Coal, OK",40029,521.32
"Comanche, OK",40031,1083.91
"Cotton, OK",40033,641.99
"Craig, OK",40035,762.78
"Creek, OK",40037,969.82
"Custer, OK",40039,1002.07
"Delaware, OK",40041,792.37
"Dewey, OK",40043,1008.34
"Ellis, OK",40045,1231.94
"Garfield, OK",40047,1060
"Garvin, OK",40049,813.73
"Grady, OK",40051,1105.38
"Grant, OK",40053,1003.67
"Greer, OK",40055,643.71
"Harmon, OK",40057,538.6
"Harper, OK",40059,1041.02
"Haskell, OK",40061,625.29
"Hughes, OK",40063,814.69
"Jackson, OK",40065,804.22
"Jefferson, OK",40067,773.88
"Johnston, OK",40069,658.33
"Kay, OK",40071,945.2
"Kingfisher, OK",40073,906.03
"Kiowa, OK",40075,1030.74
"Latimer, OK",40077,729.16
"Le Flore, OK",40079,1608.14
"Lincoln, OK",40081,965.68
"Logan, OK",40083,748.98
"Love, OK",40085,531.99
"McClain, OK",40087,580.18
"McCurtain, OK",40089,1901.45
"McIntosh, OK",40091,712.49
"Major, OK",40093,957.92
"Marshall, OK",40095,426.98
"Mayes, OK",40097,683.55
"Murray, OK",40099,424.95
"Muskogee, OK",40101,839.01
"Noble, OK",40103,742.5
"Nowata, OK",40105,580.93
"Okfuskee, OK",40107,628.94
"Oklahoma, OK",40109,718.38
"Okmulgee, OK",40111,702.36
"Osage, OK",40113,2303.94
"Ottawa, OK",40115,484.77
"Pawnee, OK",40117,594.92
"Payne, OK",40119,697.18
"Pittsburg, OK",40121,1377.92
"Pontotoc, OK",40123,725.5
"Pottawatomie, OK",40125,793.39
"Pushmataha, OK",40127,1422.86
"Roger Mills, OK",40129,1146.53
"Rogers, OK",40131,711.49
"Seminole, OK",40133,640.55
"Sequoyah, OK",40135,714.93
"Stephens, OK",40137,891.19
"Texas, OK",40139,2048.97
"Tillman, OK",40141,879.29
"Tulsa, OK",40143,587.05
"Wagoner, OK",40145,591.01
"Washington, OK",40147,424.19
"Washita, OK",40149,1009.14
"Woods, OK",40151,1290.14
"Woodward, OK",40153,1246.09
OREGON,41000,98385.75
"Baker, OR",41001,3088.61
"Benton, OR",41003,679.01
"Clackamas, OR",41005,1879.13
"Clatsop, OR",41007,1084.8
"Columbia, OR",41009,688.37
"Coos, OR",41011,1806.45
"Crook, OR",41013,2987.55
"Curry, OR",41015,1988.64
"Deschutes, OR",41017,3054.96
"Douglas, OR",41019,5134.06
"Gilliam, OR",41021,1222.91
"Grant, OR",41023,4529.53
"Harney, OR",41025,10227.05
"Hood River, OR",41027,533.6
"Jackson, OR",41029,2801.94
"Jefferson, OR",41031,1791.27
"Josephine, OR",41033,1641.66
"Klamath, OR",41035,6136.19
"Lake, OR",41037,8359.03
"Lane, OR",41039,4721.95
"Lincoln, OR",41041,1193.89
"Linn, OR",41043,2309.3
"Malheur, OR",41045,9930.51
"Marion, OR",41047,1195.2
"Morrow, OR",41049,2048.68
"Multnomah, OR",41051,465.7
"Polk, OR",41053,744.21
"Sherman, OR",41055,831.29
"Tillamook, OR",41057,1332.86
"Umatilla, OR",41059,3231.34
"Union, OR",41061,2038.4
"Wallowa, OR",41063,3151.78
"Wasco, OR",41065,2395.46
"Washington, OR",41067,726.43
"Wheeler, OR",41069,1715.55
"Yamhill, OR",41071,718.41
PENNSYLVANIA,42000,46058.24
"Adams, PA",42001,521.56
"Allegheny, PA",42003,744.73
"Armstrong, PA",42005,664.48
"Beaver, PA",42007,443.94
"Bedford, PA",42009,1017.49
"Berks, PA",42011,865.68
"Blair, PA",42013,527.17
"Bradford, PA",42015,1161.09
"Bucks, PA",42017,622.15
"Butler, PA",42019,794.85
"Cambria, PA",42021,693.48
"Cameron, PA",42023,398.61
"Carbon, PA",42025,388.79
"Centre, PA",42027,1111.93
"Chester, PA",42029,759.86
"Clarion, PA",42031,608.99
"Clearfield, PA",42033,1153.87
"Clinton, PA",42035,898.12
"Columbia, PA",42037,489.81
"Crawford, PA",42039,1037.82
"Cumberland, PA",42041,551.2
"Dauphin, PA",42043,557.57
"Delaware, PA",42045,190.77
"Elk, PA",42047,832.27
"Erie, PA",42049,1558.49
"Fayette, PA",42051,797.99
"Forest, PA",42053,431.42
"Franklin, PA",42055,772.69
"Fulton, PA",42057,438.06
"Greene, PA",42059,577.99
"Huntingdon, PA",42061,890.3
"Indiana, PA",42063,834.35
"Jefferson, PA",42065,656.91
"Juniata, PA",42067,393.61
"Lackawanna, PA",42069,464.57
"Lancaster, PA",42071,983.9
"Lawrence, PA",42073,362.78
"Lebanon, PA",42075,362.61
"Lehigh, PA",42077,348.33
"Luzerne, PA",42079,907.14
"Lycoming, PA",42081,1243.84
"McKean, PA",42083,984.22
"Mercer, PA",42085,682.62
"Mifflin, PA",42087,413.46
"Monroe, PA",42089,616.05
"Montgomery, PA",42091,487.47
"Montour, PA",42093,132.3
"Northampton, PA",42095,377.41
"Northumberland, PA",42097,477.4
"Perry, PA",42099,555.81
"Philadelphia, PA",42101,142.68
"Pike, PA",42103,566.66
"Potter, PA",42105,1081.47
"Schuylkill, PA",42107,782.63
"Snyder, PA",42109,332.18
"Somerset, PA",42111,1081.26
"Sullivan, PA",42113,452.37
"Susquehanna, PA",42115,832.44
"Tioga, PA",42117,1137.35
"Union, PA",42119,317.15
"Venango, PA",42121,683.08
"Warren, PA",42123,897.83
"Washington, PA",42125,861
"Wayne, PA",42127,750.59
"Westmoreland, PA",42129,1036.46
"Wyoming, PA",42131,404.82
"York, PA",42133,910.34
RHODE ISLAND,44000,1545.1
"Bristol, RI",44001,44.71
"Kent, RI",44003,188.01
"Newport, RI",44005,313.65
"Providence, RI",44007,435.85
"Washington, RI",44009,562.9
SOUTH CAROLINA,45000,32007.11
"Abbeville, SC",45001,511.1
"Aiken, SC",45003,1080.53
"Allendale, SC",45005,412.59
"Anderson, SC",45007,757.47
"Bamberg, SC",45009,395.49
"Barnwell, SC",45011,557.29
"Beaufort, SC",45013,923
"Berkeley, SC",45015,1229.23
"Calhoun, SC",45017,392.36
"Charleston, SC",45019,1357.14
"Cherokee, SC",45021,397.3
"Chester, SC",45023,586.19
"Chesterfield, SC",45025,805.84
"Clarendon, SC",45027,695.71
"Colleton, SC",45029,1132.05
"Darlington, SC",45031,567.55
"Dillon, SC",45033,406.56
"Dorchester, SC",45035,576.74
"Edgefield, SC",45037,506.56
"Fairfield, SC",45039,709.98
"Florence, SC",45041,803.05
"Georgetown, SC",45043,1035.09
"Greenville, SC",45045,797.01
"Greenwood, SC",45047,462.95
"Hampton, SC",45049,562.72
"Horry, SC",45051,1255
"Jasper, SC",45053,685.84
"Kershaw, SC",45055,740.31
"Lancaster, SC",45057,555.32
"Laurens, SC",45059,722.02
"Lee, SC",45061,411.33
"Lexington, SC",45063,759.49
"McCormick, SC",45065,393.89
"Marion, SC",45067,494.11
"Marlboro, SC",45069,485.3
"Newberry, SC",45071,647.32
"Oconee, SC",45073,673.63
"Orangeburg, SC",45075,1127.83
"Pickens, SC",45077,511.87
"Richland, SC",45079,771.74
"Saluda, SC",45081,460.64
"Spartanburg, SC",45083,819.21
"Sumter, SC",45085,682.08
"Union, SC",45087,515.96
"Williamsburg, SC",45089,936.97
"York, SC",45091,695.77
SOUTH DAKOTA,46000,77121.46
"Aurora, SD",46003,712.58
"Beadle, SD",46005,1264.93
"Bennett, SD",46007,1190.7
"Bon Homme, SD",46009,581.37
"Brookings, SD",46011,804.82
"Brown, SD",46013,1731.36
"Brule, SD",46015,846.56
"Buffalo, SD",46017,487.46
"Butte, SD",46019,2266.43
"Campbell, SD",46021,771.39
"Charles Mix, SD",46023,1150.27
"Clark, SD",46025,967.88
"Clay, SD",46027,416.73
"Codington, SD",46029,717.13
"Corson, SD",46031,2529.52
"Custer, SD",46033,1559.22
"Davison, SD",46035,436.81
"Day, SD",46037,1091.29
"Deuel, SD",46039,636.75
"Dewey, SD",46041,2445.83
"Douglas, SD",46043,434.16
"Edmunds, SD",46045,1151.23
"Fall River, SD",46047,1749.24
"Faulk, SD",46049,1005.77
"Grant, SD",46051,687.95
"Gregory, SD",46053,1053.51
"Haakon, SD",46055,1827.37
"Hamlin, SD",46057,537.99
"Hand, SD",46059,1440.34
"Hanson, SD",46061,435.67
"Harding, SD",46063,2677.64
"Hughes, SD",46065,800.35
"Hutchinson, SD",46067,814.45
"Hyde, SD",46069,866.66
"Jackson, SD",46071,1871.41
"Jerauld, SD",46073,532.67
"Jones, SD",46075,971.75
"Kingsbury, SD",46077,863.73
"Lake, SD",46079,575.1
"Lawrence, SD",46081,800.34
"Lincoln, SD",46083,578.64
"Lyman, SD",46085,1707.18
"McCook, SD",46087,577.21
"McPherson, SD",46089,1151.92
"Marshall, SD",46091,885.67
"Meade, SD",46093,3482.67
"Mellette, SD",46095,1309.87
"Miner, SD",46097,572.03
"Minnehaha, SD",46099,813.74
"Moody, SD",46101,521.13
"Pennington, SD",46103,2784.46
"Perkins, SD",46105,2890.85
"Potter, SD",46107,898.47
"Roberts, SD",46109,1135.42
"Sanborn, SD",46111,570.25
"Shannon, SD",46113,2096.72
"Spink, SD",46115,1510.18
"Stanley, SD",46117,1517.06
"Sully, SD",46119,1070.42
"Todd, SD",46121,1391
"Tripp, SD",46123,1617.51
"Turner, SD",46125,617.5
"Union, SD",46127,467.11
"Walworth, SD",46129,744.25
"Yankton, SD",46135,532.66
"Ziebach, SD",46137,1971.21
TENNESSEE,47000,42146.01
"Anderson, TN",47001,344.83
"Bedford, TN",47003,474.89
"Benton, TN",47005,436.23
"Bledsoe, TN",47007,406.73
"Blount, TN",47009,566.66
"Bradley, TN",47011,331.52
"Campbell, TN",47013,498.27
"Cannon, TN",47015,265.73
"Carroll, TN",47017,599.89
"Carter, TN",47019,347.64
"Cheatham, TN",47021,307.16
"Chester, TN",47023,288.76
"Claiborne, TN",47025,441.56
"Clay, TN",47027,259.26
"Cocke, TN",47029,443.17
"Coffee, TN",47031,434.49
"Crockett, TN",47033,265.49
"Cumberland, TN",47035,684.97
"Davidson, TN",47037,526.16
"Decatur, TN",47039,344.93
"DeKalb, TN",47041,329
"Dickson, TN",47043,491.34
"Dyer, TN",47045,526.52
"Fayette, TN",47047,706.27
"Fentress, TN",47049,499
"Franklin, TN",47051,574.37
"Gibson, TN",47053,603.64
"Giles, TN",47055,611.22
"Grainger, TN",47057,302.46
"Greene, TN",47059,624.27
"Grundy, TN",47061,361.17
"Hamblen, TN",47063,175.78
"Hamilton, TN",47065,575.76
"Hancock, TN",47067,223.51
"Hardeman, TN",47069,670.44
"Hardin, TN",47071,596.36
"Hawkins, TN",47073,499.66
"Haywood, TN",47075,534.19
"Henderson, TN",47077,525.95
"Henry, TN",47079,593.49
"Hickman, TN",47081,612.75
"Houston, TN",47083,206.94
"Humphreys, TN",47085,556.75
"Jackson, TN",47087,319.57
"Jefferson, TN",47089,314.34
"Johnson, TN",47091,302.76
"Knox, TN",47093,525.81
"Lake, TN",47095,193.81
"Lauderdale, TN",47097,507.17
"Lawrence, TN",47099,617.96
"Lewis, TN",47101,282.5
"Lincoln, TN",47103,570.68
"Loudon, TN",47105,247.04
"McMinn, TN",47107,432.24
"McNairy, TN",47109,560.87
"Macon, TN",47111,307.2
"Madison, TN",47113,558.68
"Marion, TN",47115,513.8
"Marshall, TN",47117,376.13
"Maury, TN",47119,615.57
"Meigs, TN",47121,216.79
"Monroe, TN",47123,652.88
"Montgomery, TN",47125,543.87
"Moore, TN",47127,130.38
"Morgan, TN",47129,522.41
"Obion, TN",47131,555.38
"Overton, TN",47133,434.83
"Perry, TN",47135,422.93
"Pickett, TN",47137,174.58
"Polk, TN",47139,442.39
"Putnam, TN",47141,402.44
"Rhea, TN",47143,336.4
"Roane, TN",47145,394.99
"Robertson, TN",47147,476.72
"Rutherford, TN",47149,624
"Scott, TN",47151,533.25
"Sequatchie, TN",47153,266.04
"Sevier, TN",47155,597.77
"Shelby, TN",47157,783.69
"Smith, TN",47159,325.38
"Stewart, TN",47161,493.22
"Sullivan, TN",47163,429.71
"Sumner, TN",47165,543.16
"Tipton, TN",47167,474.76
"Trousdale, TN",47169,116.65
"Unicoi, TN",47171,186.49
"Union, TN",47173,247.14
"Van Buren, TN",47175,274.61
"Warren, TN",47177,434.12
"Washington, TN",47179,329.71
"Wayne, TN",47181,735.65
"Weakley, TN",47183,581.85
"White, TN",47185,379.55
"Williamson, TN",47187,583.67
"Wilson, TN",47189,583.27
TEXAS,48000,268600.96
