	shopname	meituan_id	dianping_id	address	lat	lon	google_road	google_qu	dianping_road	dianping_qu	meituan_category	dianping_category1	dianping_category2	dianping_price	telephone	problem	reviews	本月销量	本月销售额	本月累计销量	jaccard_entropy	same_cat_ratio	degreeCus	degreeDist	avgCusEntro	numStoreCusVisted	cusEigen	dEigen	fiter_flag	商家评分	Income_entropy	Num_Unique_Customers	popularity
1080	虾涮虾涮三斗锅	68634807	34197998.0	顺义区新顺南大街星新世界百货6层通往7层楼道旁	40.12667	116.65184			顺义	顺义区,顺义	火锅	火锅	火锅	86.0	010-60417246	1.0	3630.0	112.0	14363.0	2565.0	2.26909189205	0.230964467005	0.679673733057	621.637223604	0.521628435209	2.87384044527	0.0151541166222	0.0126439895512	1	4.4	3.35905967603	539	167.011627907
1081	彤顺徳海鲜火锅（俸伯店）	60973638	34412357.0	顺义区顺平辅线南彩镇俸伯红绿灯北100米	40.133884	116.69719			顺义	顺义区,顺义	火锅	火锅	火锅,海鲜	91.0	010-60418858	1.0	316.0	7.5	1018.3575	365.5	2.15096000846	0.226993865031	0.735215204424	104.189752099	0.859739837621	4.40229885057	0.0163924783442	0.00211920085681	1	4.33417721519	3.43296951021	87	11.1907417582
1082	咱屯子铁锅炖	98370041	67633293.0	顺义区左堤路顺密路农机驾校北500米西侧（	40.144608	116.7055			顺义	顺义区,顺义	东北菜	东北菜	东北菜	79.0	010-60418958	1.0	115.333333333	41.0	3897.68	297.5	2.23840610869	0.0108695652174	0.52768201887	72.6059383881	1.05124065804	5.0	0.0117652845247	0.00147679175487	1	4.84219653179	2.79608329494	31	49.337721519
1083	盛德轩阳坊涮羊肉秘制羊蝎子	71210886	56890252.0	顺义区南彩派出所西200米	40.13379	116.70831			南彩	顺义区,南彩	火锅	羊蝎子	羊蝎子	64.0	010-60418991	1.0	62.3333333333	48.25	4090.315	720.5	2.27534113082	0.245614035088	0.49212880506	93.6785358925	0.672265309838	3.81666666667	0.0109725842596	0.00190540460581	1	4.81657754011	3.09262416743	60	63.911171875
1084	拿渡麻辣香锅（顺义金街店）	4470453	15082147.0	顺义区新顺南大街8号金街华联购物中心4楼F4-16	40.127968	116.65262			顺义	顺义区,顺义	川湘菜	香锅	香锅	93.0	010-60419378	1.0	4162.0	172.75	15208.4925	6012.75	2.40682034205	0.0920863309353	1.12045741723	874.413032105	0.812359081105	3.60298826041	0.024981901676	0.0177854041257	1	4.88528866616	4.34922571087	937	163.532177419
1085	老京味清真烤鸭店	99916225	67746060.0	顺义区牛山镇下坡屯村南潮海洋加油站东侧（牛栏山大桥西侧）	40.21253	116.678116			顺义区	顺义区	京菜鲁菜	北京菜	北京菜	71.0	010-60438364	1.0	44.0	2.0	176.0	63.0	1.91814727362	0.0606060606061	0.265614750846	35.336185243	0.674785788981	3.17948717949	0.00592218989072	0.000718731665396	1	3.6	2.22909137423	39	2.47887323944
1086	福瑞临火锅（顺义马坡店）	5618657	18213632.0	顺义区乾安路马坡香悦四季西门	40.181103	116.65298			马坡牛栏山	顺义区,马坡牛栏山	火锅	涮羊肉	涮羊肉	90.0	010-60439588	1.0	69.0	10.0	1208.0	332.0	1.9021335452	0.305555555556	0.160392503673	95.8401479616	0.783841739392	3.53333333333	0.0035761374727	0.00194937140731	1	3.3	2.48832774337	15	13.4222222222
1087	悦成创意铁板烧	95906931	57524660.0	顺义区光明街道微尚生活广场2层（裕龙花园小区）	40.126453	116.67039			顺义	顺义区,顺义	烧烤烤肉	日式烧烤/铁板烧	日式烧烤/铁板烧,烧烤	233.0	010-60440188	1.0	846.285714286	111.25	17850.04875	3260.0	2.27628931652	0.0862068965517	0.832643797476	195.670716318	0.507228984405	3.19565217391	0.0185647621764	0.00397990724922	1	4.79854827819	2.97314171632	276	76.6096512876
1088	御味香自助烤吧	156888338	90110765.0	顺义区顺密路14号	40.19744	116.72627			顺义区	顺义区	烧烤烤肉	自助餐	自助餐,烧烤		010-60461688	1.0	4.0	0.0	25.38	35.0	1.57192062758	0.05	0.0545488183807	26.4018578037	0.604264651749	2.33333333333	0.0012162293688	0.000537009048891	1	0.0	2.29311860149	18	
1089	永红蛋糕（木林店）	83946626	47779960.0	顺义区木林镇府前街53号	40.24595	116.78638			顺义区	顺义区	甜点饮品	面包甜点	面包甜点	20.0	010-60467962	1.0	108.0	4.25	233.5925	95.5	1.70543932758	0.111111111111	0.0469137042193	1.00814051535	0.498069503701	2.9	0.00104599561575	2.05053971323e-05	1	3.24074074074	1.22752941146	10	11.679625
1090	水上绿园	295116	2775928.0	顺义区三高科技园院内（奥林匹克水上公园东200米）	40.1706	116.70774			顺义区	顺义区	其他美食	其他中餐	中餐	55.0	010-60487728	1.0	200.0	9.0	768.1725	200.75	2.09060592524	0.0454545454545	0.271863828159	52.666441754	1.0745416153	4.30434782609	0.00606152033969	0.00107122597224	1	4.84666666667	2.78561640888	23	13.9667727273
1091	北平粮站	79391426	38319706.0	顺义区潮华路8号，李遂镇顺平南线骨伤科医院往东1000米路南（好梦圆开心农场院内）	40.099056	116.77013			顺义	顺义区,顺义	东北菜	东北菜	东北菜	65.0	010-60494662	1.0	251.666666667	3.25	672.3125	36.75	1.81052551573	0.0	0.0950321170705	16.5709166575	0.699198554469	2.76923076923	0.00211885161203	0.000337049470522	1	4.80066225166	1.28529302412	13	10.3432692308
1092	蒋忠洞王猪蹄包肉（顺义店）	41549623	22436422.0	顺义区双平西街59号（泛亚嘉联汽车销售一条街）	40.09908	116.656944			顺义	顺义区,顺义	日韩料理	韩国料理	韩国料理	90.0	010-60495877	1.0	46.0	0.666666666667	70.8133333333	75.1666666667	1.98813059629	0.03125	0.72280361374	223.164826686	0.828119918467	9.90909090909	0.0161157474901	0.00453913251922	1	3.86956521739	2.09827373953	11	0.786814814814
1093	紫荆苑港式茶餐厅	51021965	27340631.0	顺义区九重汇四楼402（永辉超市旁，枫尚奥特莱斯购物广场内）	40.105846	116.54247			后沙峪	顺义区,后沙峪	粤港菜	茶餐厅	茶餐厅	91.0	010-60497833	1.0	215.333333333	4.5	452.3775	127.25	2.21592826359	0.010989010989	0.555089473549	253.851949429	1.23025857503	5.95652173913	0.0123763656131	0.00516330308782	1	4.65634674923	2.78561640888	23	4.97118131868
1094	湘义天下食府（顺义西马坡店）	4952489	14733070.0	顺义区顺白路北顺心商店西行120米路北	40.16567	116.63994			马坡牛栏山	顺义区,马坡牛栏山	川湘菜	湘菜	湘菜	79.0	010-60498599	1.0	56.3333333333	17.5	1539.4325	844.5	2.1899620878	0.0882352941176	0.265565506338	111.126668403	0.730662495008	3.38235294118	0.00592109192713	0.00226029648934	1	4.50710059172	2.64933464822	34	19.4864873418
1095	亮健容天土锅羊蝎子（马驹桥店）	42912545	23368595.0	通州区新海北里餐饮一条街10号（北方北饺子城隔壁）	39.757057	116.5439			马驹桥	通州区,马驹桥	火锅	羊蝎子	羊蝎子	106.0	010-60502276	1.0	81.6666666667	3.5	313.94	84.25	1.70584757151	0.176470588235	0.0589662748664	152.299755185	0.56436761655	3.0	0.00131472170049	0.00309774968437	1	4.3106122449	1.83437197028	10	2.96169811321
1096	魏老香鸡火锅（马驹桥店）	301421	3000571.0	通州区马驹桥商业街2号（向东50米）	39.75823	116.556885			马驹桥	通州区,马驹桥	火锅	火锅	火锅	62.0	010-60502400	1.0	694.666666667	162.5	20489.4225	2849.5	2.36793280653	0.222222222222	0.616972012106	77.931580645	0.495238255106	2.66966966967	0.0137561088054	0.00158511436248	1	4.8320537428	3.22731482905	333	330.474556452
1097	重庆老灶火锅（通州万达店）	41894482	23208009.0	通州区新华西街与北苑南路交叉口东南角万达广场4楼	39.905537	116.6421			新华大街	通州区,新华大街	火锅	重庆火锅	重庆火锅	107.0	010-60513499	1.0	3640.0	2648.5	226570.5	60846.0	2.31273344115	0.243464052288	0.111358953071	872.838567827	0.0563988205148	1.15926053508	0.00248287741557	0.0177533798049	1	3.6	0.573763229053	8709	2117.48130841
1098	星米年糕火锅（万达广场店）	41870573	20942051.0	通州区新华西街与北苑南路交叉口东南角万达广场4楼	39.904873	116.641174			新华大街	朝阳区,通州区,管庄,新华大街	火锅	韩国料理	韩国料理,火锅	75.0	010-60516628	1.0	2210.0	106.5	6358.81	4278.0	2.28327180285	0.195035460993	0.272979148097	1306.48145468	0.275872178081	1.9619047619	0.0060863876953	0.0265735982895	1	5.0	1.81604739085	420	84.7841333333
1099	百度烤肉（八里桥店）	280137	2248084.0	通州区通惠北路乙30号八里桥市场北走200米	39.91735	116.64287			物资学院	通州区,物资学院	日韩料理	烧烤	烧烤	81.0	010-60518222	1.0	692.0	11.25	1588.32	93.0	2.01914910569	0.125	0.113985867373	245.095763958	0.959564677712	5.33333333333	0.00254144752613	0.00498520384698	1	4.63757225434	2.36938211969	12	19.6088888889
1100	城一锅羊蝎子（八里桥店）	6340729	20694694.0	通州区通惠北路乙18号（距金宝莱KTV60米）	39.917816	116.64285			物资学院	通州区,物资学院	火锅	羊蝎子	羊蝎子	63.0	010-60519088	1.0	1610.0	23.0	3000.0	981.0	2.38708423266	0.215139442231	0.52207185079	241.391426055	0.53681243315	3.22335025381	0.0116401993004	0.00490985827892	1	3.8	3.13546647586	197	47.619047619
1101	福樱兰日本料理	1530804	5741527.0	通州区梨园东里2号1L（通州妇幼南侧）	39.884987	116.68462			梨园	通州区,梨园	日韩料理	日本料理	日本料理,日式自助	190.0	010-60520018	1.0	260.0	74.0	17074.0	1726.0	2.32476384031	0.0892857142857	0.395987511241	979.203979146	0.768044549556	3.256	0.00882900226158	0.0199168331798	1	4.5	3.51478805332	125	89.8631578947
1102	苗颖竹荪鹅（通州店）	267326	584637.0	通州区玉桥西里71号楼	39.886513	116.67213			梨园	通州区,梨园	火锅	火锅	火锅	73.0	010-60521157	1.0	641.0	14.0	1530.16666667	540.666666667	2.21439169155	0.19801980198	0.195790903174	230.762091945	0.580185025946	2.70666666667	0.00436538597266	0.00469365953097	1	4.61622464899	2.80180627871	75	20.9611872147
1103	徽味阁土菜馆	94354246	65971044.0	通州区通朝大街107号	39.89247	116.64084			果园	通州区,果园	其他美食	徽菜	徽菜	86.0	010-60524772	1.0	99.0	2.0	176.0	20.3333333333	1.88401886673	0.0	0.125041546492	231.377494872	0.636528486336	3.66666666667	0.00278794675446	0.00470617671604	1	4.9	1.34979239617	12	2.04651162791
1104	百度烤肉（梨园店）	280221	2254294.0	通州区云景东路云景里东区底商（贵友大厦斜对面）	39.88332	116.6672			梨园	通州区,梨园	日韩料理	韩国料理	韩国料理,烧烤	85.0	010-60527544	1.0	2814.0	1162.0	180310.0	11616.0	2.36677655841	0.0843989769821	0.902953202395	277.735061044	0.666306914472	2.97235772358	0.0201323921582	0.00564908129133	1	5.0	3.82148363547	1230	2121.29411765
1105	绿柠檬主题香锅·秘制烤鱼（云景里店）	5145518	21150709.0	通州区云景东路商业街（速8酒店对面）	39.876324	116.66472			梨园	通州区,梨园,九棵树	川湘菜	香锅	香锅	71.0	010-60528488	1.0	7890.33333333	75.25	8064.2975	1767.0	2.33771343334	0.124031007752	0.596603772401	290.525129828	0.618310498517	3.18456375839	0.0133019752044	0.00590922899471	1	4.8513624266	3.20055209808	298	113.58165493
1106	东福日本料理（居酒屋）	50355792	24632412.0	通州区万达广场西门金街B区二层1-293号（近通州北苑地铁）	39.904884	116.640114			通州北苑	通州区,通州北苑	自助餐	日本料理	日本料理,日式自助	146.0	010-60531553	1.0	980.0	4.33333333333	1212.16333333	127.0	1.70849282872	0.0	0.172201378463	879.584315137	0.520380670403	2.31034482759	0.00383943007477	0.0178905870944	1	5.0	2.09326815362	29	8.30248858445
1107	黄门老灶火锅（通州店）	91298838	66079726.0	通州区西关大街万达广场西门金街B区2层-207室	39.90454	116.64186			通州北苑	通州区,通州北苑	火锅	重庆火锅	重庆火锅	129.0	010-60532557	1.0	156.0	33.5	981.4	462.0	2.24502227228	0.234693877551	0.312671600115	935.585001636	0.616855171916	3.30612244898	0.0069713770919	0.0190296310063	1	5.0	2.558733246	49	7.60775193798
1108	鹿岸蛋糕（通州万达店）	118359869	69268321.0	通州区万达金街B区底商167号	39.90488	116.6423			新华大街	通州区,新华大街	甜点饮品	西餐	西餐	20.0	010-60535838	1.0	666.666666667	34.0	442.647142857	1183.42857143	2.3062582412	0.146902654867	2.50571090963	1373.85242587	0.891170792928	6.83070866142	0.0558677399159	0.0279439117511	1	5.0	4.10348555296	254	22.1323571428
1109	慕蓝卡（万达店）	62742234	27542234.0	通州区万达广场西门金街A3-136号	39.90444	116.63945			通州北苑	通州区,通州北苑	甜点饮品	面包甜点	面包甜点	20.0	010-60535898	1.0	4134.0	81.25	9000.44	1113.0	2.33946769081	0.165311653117	0.642924701135	781.079476851	0.419693370076	2.71361502347	0.0143347542011	0.0158870163642	1	4.96708595388	2.49447341075	426	450.022
1110	爱茜茜里意大利健康冰淇淋（通州万达广场店）	42744939	21119856.0	通州区新华西街通州万达广场3层3007号商铺	39.905254	116.64076			新华大街	通州区,新华大街	甜点饮品	冰淇淋	冰淇淋	33.0	010-60536632	1.0	0.0	1751.0	184110.395	157256.75	1.92073759548	0.148148148148	0.0297000050978	822.032503458	0.112907944295	1.47286821705	0.000662196167136	0.0167199935748	1	3.75	0.716089154956	129	5579.10287879
1111	秦云老太婆摊摊面（通州万达店）	67325287	27320623.0	通州区万达广场金街B1-268	39.90475	116.64174			通州北苑	通州区,通州北苑	小吃快餐	川菜/家常菜	川菜/家常菜	23.0	010-60539383	1.0	286.714285714	81.375	1189.90375	1378.75	2.1450927343	0.385650224215	1.21657805952	1231.00601351	0.683508553205	5.55882352941	0.027125023224	0.0250384413631	1	4.9177877429	3.48066004807	102	51.7349456522
1112	百度烤肉（小街店）	4019981	9036317.0	通州区梨园南街小街部队隔壁（京华客车公司通州分公司正对面）	39.88034	116.68002			梨园	通州区,梨园	烧烤烤肉	烧烤	烧烤	95.0	010-60550766	1.0	3843.6	379.833333333	55612.9566667	11913.5	2.38963557047	0.0716723549488	0.792809335916	201.547275381	0.741352669321	3.23133235725	0.0176766065118	0.00409943540579	1	4.82233322926	3.87445488993	683	585.39954386
1113	渝味·私房菜	97373521	81265002.0	通州区临河里华业东方玫瑰步行街重庆小面二楼	39.881626	116.684586			通州区	通州区	其他美食	家常菜	家常菜	60.0	010-60552336	0.0	25.0	3.5	327.59	77.25	2.00463148939	0.0181818181818	0.215620779963	203.57173112	0.722230925177	4.5625	0.00480751614608	0.00414061247215	1	4.916	2.01403552371	16	5.45983333333
1114	金手勺	40470663	23139944.0	通州区云景东路52号（速8隔壁汉丽轩楼上）	39.875996	116.665535			梨园	通州区,梨园	东北菜	东北菜	东北菜	60.0	010-60552356	1.0	168.0	4.5	486.835	264.0	2.08779947021	0.0	0.113545601219	330.764451359	0.848717381894	3.32432432432	0.00253163128002	0.00672768957215	1	3.6	2.76753482728	37	8.11391666667
1115	拿渡麻辣香锅（通州李老店）	6376861	14884668.0	通州区怡乐中路李老商品市场底商	39.890644	116.63578			果园	通州区,果园	川湘菜	香锅	香锅	72.0	010-60554665	1.0	3906.66666667	81.25	8499.505	3024.0	2.34090196707	0.134939759036	0.690054340447	219.396121043	0.622676164481	3.13103448276	0.0153855643409	0.00446247772289	1	4.66634812287	3.57135804994	435	118.048680556
1116	馋胖肉蟹煲	94362965	67573779.0	通州区李老新村市场南100米	39.89023	116.6355			果园	通州区,果园	火锅	火锅	火锅	55.0	010-60554684	1.0	73.0	16.6666666667	1617.84333333	384.0	1.95917582429	0.238095238095	0.481905038031	225.083978624	0.619180227788	3.61971830986	0.0107446334792	0.00457816772517	1	5.0	2.94338795297	71	29.4153333333
1117	金手勺东北酱骨老菜馆（通州华业店）	50835315	48852116.0	通州区临河里15号楼-103室（华业东方玫瑰底商）	39.881226	116.68359			梨园	通州区,梨园	东北菜	东北菜	东北菜		010-60555682	1.0	76.0	1.0	93.67	56.5	2.01660333803	0.0	0.0969486984264	220.510054064	0.530847195909	3.23076923077	0.00216158402314	0.0044851349206	1	3.7	1.51715158489	13	
1118	小院涮肉	115814797	72449724.0	通州区中仓路10号24号楼（眉州东坡酒楼向南100米路东）	39.90498	116.665146			新华大街	通州区,新华大街	火锅	烧烤	烧烤	86.0	010-60565660	1.0	13.0	1.0	149.343333333	85.0	1.80398802523	0.206896551724	0.124772463889	214.073388432	0.651089941788	3.90909090909	0.00278194724475	0.00435421429695	1	4.5	2.09827373953	11	1.73655038759
1119	满餐德韩国传统烤肉（通州万达店）	94673475	65314045.0	通州区西关大街通州万达广场西门金街（近姜虎东白丁烤肉）	39.90534	116.64369			新华大街	通州区,新华大街,通州北苑	日韩料理	韩国料理	韩国料理	116.0	010-60567520	1.0	48.0	93.5	15263.0	990.0	2.09924975857	0.114035087719	0.306664605663	2586.36673034	0.573514755497	3.37931034483	0.00683744416196	0.0526062350715	1	4.8	2.54446688001	58	131.577586207
1120	韩时烤肉（通州万达店）	102356966	68943059.0	通州区通州万达广场B1层1002号商铺	39.90616	116.64315			通州北苑	通州区,通州北苑	日韩料理	韩国料理	韩国料理,烧烤	88.0	010-60569151	1.0	203.0	9643.28571429	1532945.94429	197209.428571	2.45223945458	0.0706493506494	1.4736855181	616.217248745	0.543408114945	2.74862637363	0.0328575331362	0.0125337482354	1	5.0	3.85198272768	21112	17419.840276
1121	和萌牛肠烧烤店	93544832	66498283.0	通州区北苑路1号院3号楼112	39.903538	116.64038			通州北苑	通州区,通州北苑	烧烤烤肉	日式烧烤/铁板烧	日式烧烤/铁板烧,烧烤	147.0	010-60569882	1.0	54.4444444444	2.1	600.661	55.9	2.07483061188	0.0555555555556	0.249636079569	553.845065491	0.980043313875	5.07142857143	0.00556592682476	0.0112651092232	1	4.13673469388	2.24297322644	14	4.0861292517
1122	俏巴蜀（马驹桥店）	1661111	5625300.0	通州区马驹桥永昌南路神龙餐饮街（近新海小区）	39.75695	116.54426			马驹桥	通州区,马驹桥	川湘菜	香锅	香锅	99.0	010-60571218	1.0	2676.0	313.5	34448.29	4692.75	2.36008325919	0.124054462935	0.946033371889	153.616532437	0.642175305012	3.0985915493	0.0210929146572	0.00312453269733	1	4.56143497758	3.87117140184	781	347.962525253
1123	韩味宫韩式烤肉（宋庄路店）	2644444	6610084.0	通州区宋庄路口（7天酒店底商）	39.944077	116.730385			宋庄	通州区,宋庄	烧烤烤肉	烧烤	烧烤,韩国料理	117.0	010-60572950	1.0		528.0	52861.0	5275.0	1.69497803046	0.08	0.0301496566611	79.4236342344	0.678354695211	2.75	0.000672221671871	0.00161546246468	1	3.3	2.10067892128	16	451.803418803
1124	一鱼一羊	42845060	23999414.0	通州区小堡南街小堡村委会西100米路北	39.94793	116.72037			宋庄	通州区,宋庄	川湘菜	烤鱼	烤鱼	95.0	010-60573059	1.0	127.0	5.0	475.0	153.5	2.2551401389	0.0634920634921	0.251289298609	117.694164081	0.561156771684	2.56435643564	0.00560278726663	0.00239387817262	1	4.1	2.29222145397	101	5.0
1125	雷哥地摊烤肉	96423164	67393477.0	通州区京榆旧线运河苑度假村对面	39.941296	116.78035			通州区	通州区	烧烤烤肉	烧烤	烧烤	80.0	010-60573593	1.0	19.0	2.25	501.655	25.75	1.59948642501	0.0909090909091	0.0470493167144	11.0060486734	0.269875650012	1.73333333333	0.00104901925411	0.000223861054555	1	4.21052631579	0.627705257197	15	6.2706875
1126	聚一锅羊羯子	299851	2948968.0	通州区新海家园底商14号、15号美食一条街	39.757725	116.54392			马驹桥	通州区,马驹桥	火锅	羊蝎子	羊蝎子	52.0	010-60593876	1.0	11.0	5.0	460.0	108.0	1.74970712963	0.225806451613	0.167271275127	133.099018914	0.593382078163	2.78260869565	0.00372950768513	0.00270721015495	1	3.5	2.27571068567	23	8.84615384615
1127	京鼎轩烤鸭店（杨庄路店）	332103	17187977.0	通州区杨庄路68号	39.900997	116.63221			通州北苑	通州区,通州北苑	东北菜	东北菜	东北菜	60.0	010-60596680	1.0	464.0	8.0	768.825	485.0	2.27826890015	0.00806451612903	0.256623090167	251.628654354	0.662059811284	2.96511627907	0.00572171035484	0.00511808166506	1	4.2	2.63578691864	86	12.81375
1128	上庄水库三友烧烤乐园	1452813	48321472.0	海淀区上庄水库大桥南口向西200米（紧靠上庄水库）	40.099304	116.20798			海淀区	海淀区	烧烤烤肉	创意菜	创意菜,采摘/农家乐	67.0	010-60604900	1.0	100.0	3.5	241.24	75.0	1.73797333215	0.030303030303	0.0745705209166	70.3825212358	0.587256039592	3.53846153846	0.00166263652042	0.00143156784907	1	4.3	1.51715158489	13	3.60059701493
1129	盐小帮·美蛙鱼头（五彩城店）	2492709	8845270.0	海淀区清河中街68号华润五彩城购物中心二期5层-L559（原陈记火锅）	40.03054	116.33629			清河	海淀区,清河	火锅	重庆火锅	重庆火锅	91.0	010-60606429	1.0	6797.8	732.666666667	7548.91166667	11509.6666667	2.43242727107	0.222748815166	0.789223597479	229.081131637	0.562625768254	3.49889624724	0.0175966583016	0.00465946910001	1	4.73269293007	3.54126213843	453	82.9550732601
1130	和膳日本料理	51608321	24953341.0	海淀区信息路上地华联商厦南侧下沉式广场（近北京上地华联商厦地下超市）	40.02776	116.31124			上地	海淀区,上地	日韩料理	日本料理	日本料理	130.0	010-60609656	1.0	1552.0	58.0	12294.0	596.0	2.31949829311	0.119047619048	0.483279142722	220.431642157	0.594761347896	3.05555555556	0.010775270742	0.00448354003648	1	4.2	3.06915014047	162	94.5692307692
1131	京味居铜锅涮肉（下元店）	4566684	15856904.0	怀柔区下园一条北口马路对面第二家（金台园29号楼）	40.321617	116.64279			下园	怀柔区,下园	火锅	涮羊肉	涮羊肉	84.0	010-60620021	1.0	48.0	10.75	976.9	228.0	1.62689998243	0.344827586207	0.0874261572242	107.441101764	0.468812246184	2.72222222222	0.00194926788836	0.00218533272541	1	4.53055555556	2.13362892215	18	11.6297619048
1132	京螺山巴饭店	6545724	22901920.0	怀柔区红螺路红螺寺门口西100米路南（867公交终点站红螺寺站）	40.374657	116.622116			怀柔区	怀柔区	其他美食	农家菜	农家菜	61.0	010-60681008	1.0	138.0	2.0	239.336666667	110.833333333	2.14541062757	0.0307692307692	0.154050584365	58.2442678925	0.663502817743	2.94285714286	0.00343473700343	0.00118467795475	1	4.40579710145	2.28787893132	35	3.92355191257
1133	德克士（怀柔店）	42072435	22066598.0	怀柔区南大街14号楼一层（商业街对面）	40.311874	116.63366			商业街	怀柔区,商业街	小吃快餐	快餐简餐	快餐简餐	32.0	010-60681589	1.0	899.4	12.1666666667	120.991666667	164.0	1.85178068627	0.204081632653	0.311552678877	138.247349749	0.776798897274	3.72413793103	0.00694642944113	0.00281192628005	1	4.92812986435	2.90098046662	29	3.78098958334
1134	咱家生态餐厅	303526	3089395.0	怀柔区红螺寺路（红螺寺南1.5公里）	40.3648	116.618484			怀柔区	怀柔区	川湘菜	烤鱼	烤鱼	80.0	010-60681598	1.0	57.0	2.5	585.0	75.5	1.54066537634	0.160714285714	0.203716554571	23.962136443	0.700790204823	3.23076923077	0.00454209759138	0.000487385554317	1	4.0	2.44419978582	26	7.3125
1135	京螺山庄	286415	58831272.0	怀柔区红螺路与靶场路交口（红螺寺南1公里）	40.361446	116.61773			怀柔区	怀柔区	其他美食	农家菜	农家菜	70.0	010-60681876	1.0	216.0	7.5	881.533333333	171.833333333	2.29239107346	0.0472972972973	0.49564408114	24.046778216	0.912392512362	4.66666666667	0.0110509614296	0.000489107152788	1	3.95333333333	3.02769628977	42	12.5933333333
1136	玉林串串香（怀柔店）	4780422	15948162.0	怀柔区迎宾中路32号（怀柔中医院路东）	40.318832	116.63742			斜街	怀柔区,斜街	火锅	串串香	串串香	67.0	010-60685162	1.0	188.333333333	48.0	4291.405	478.0	1.96137354829	0.272727272727	0.294319445063	138.192009188	0.534787382358	3.25531914894	0.00656219444381	0.00281080066298	1	4.71681415929	2.58971829383	47	64.0508208955
1137	新疆艾买提餐厅（怀柔店）	2560326	9977544.0	怀柔区迎宾路商业街东口	40.315105	116.638306			商业街	怀柔区,商业街	新疆菜	新疆菜	新疆菜	46.0	010-60685245	1.0	453.6	3.83333333333	405.393333333	219.166666667	2.09274335579	0.0181818181818	0.404150237425	116.222962006	0.8550057035	3.55357142857	0.00901099973849	0.00236395418649	1	4.15978835979	3.11575855554	56	8.81289855072
1138	川合汇火锅	5758097	19820836.0	怀柔区南华大街25号	40.30846	116.62858			怀柔区	怀柔区	火锅	重庆火锅	重庆火锅	62.0	010-60685556	1.0	6535.2	166.166666667	22941.8066667	4550.66666667	2.38281059542	0.233183856502	0.758282140879	60.193469685	0.463778459048	2.57664233577	0.0169067825289	0.00122432436934	1	4.8676092545	3.25350645194	685	370.029139785
1139	驭八久	104465984	69121704.0	怀柔区开放路59号开利园59号楼（美丽家园）	40.32035	116.64537			下园	怀柔区,下园	火锅	重庆火锅	重庆火锅	78.0	010-60686118	1.0	0.0	42.0	3780.0	46.0	1.64634679189	0.529411764706	0.14555147942	79.6895962107	0.456965879145	3.3125	0.00324523957067	0.00162087208354	1	4.0	1.83460963446	16	48.4615384615
1140	来贝时尚回转火锅	5471282	14711474.0	怀柔区南小街17号	40.312576	116.633156			商业街	怀柔区,商业街	火锅	火锅	火锅	38.0	010-60686589	1.0	2904.0	478.5	20145.2875	8446.5	2.27286810719	0.240105540897	0.557823907473	133.414548631	0.379283636865	2.20754716981	0.0124373329987	0.00271362797275	1	3.97840909091	2.52735281747	742	530.139144737
1141	天天向上大酒楼	42122396	21105130.0	怀柔区开放路69号	40.326687	116.64418			怀柔区	怀柔区	粤港菜	粤菜馆	粤菜馆	57.0	010-60686668	1.0	54.0	12.0	1140.0	271.0	1.67065891187	0.0344827586207	0.177034941623	125.309740841	0.782918231346	2.9375	0.00394719998887	0.00254877763702	1	3.7	2.36060911399	16	20.0
1142	永和大王（怀柔餐厅）	6375962	18517895.0	怀柔区青春路5号1楼	40.313892	116.63061			京北大世界	怀柔区,商业街,京北大世界	小吃快餐	快餐简餐	快餐简餐	23.0	010-60686886	1.0	2154.0	14.1666666667	386.848333333	297.333333333	2.05367330359	0.191176470588	0.350013290076	135.248836797	0.720554127475	3.74193548387	0.00780395351353	0.0027509370648	1	4.86272980501	2.90514979269	31	16.8194927536
1143	川香传成都小吃	98568294	65942363.0	怀柔区雁栖经济开发区雁栖大街53号D楼	40.362865	116.67326			雁栖开发区	怀柔区,雁栖开发区	小吃快餐	快餐简餐	快餐简餐	30.0	010-60687600	1.0	240.666666667	45.0	1412.95	788.75	1.90610620788	0.173469387755	0.450198278467	46.8201254321	0.647904015812	3.22807017544	0.0100376943866	0.000952312947604	1	4.78060941828	2.58331857075	57	47.0983333333
1144	燕喜餐饮	72057399	56829066.0	怀柔区雁栖镇范各庄村555-8号	40.362232	116.66173			雁栖开发区	怀柔区,雁栖开发区	粤港菜	粤菜馆	粤菜馆	105.0	010-60689998	1.0	376.0	15.0	2918.0	373.0	2.09664167635	0.0138888888889	0.338645214687	44.0641378924	0.547118626431	2.5873015873	0.00755048904691	0.000896256655716	1	4.8	2.29105675797	63	27.7904761905
1145	野马东北菜	6156706	11548163.0	昌平区北农路7号北农大厦西配楼	40.090828	116.30554			回龙观	昌平区,回龙观	东北菜	东北菜	东北菜	47.0	010-60709020	1.0	618.0	15.3333333333	1412.98666667	501.333333333	2.13461226712	0.0	0.190434026588	144.100307276	0.582848930465	3.02941176471	0.00424594817689	0.00293097438561	1	4.8	1.99616371161	34	30.0635460994
1146	向阳天羊蝎子	300918	2982571.0	昌平区鼓楼南大街2号	40.215237	116.233406			昌平镇	昌平区,昌平镇	其他美食	家常菜	家常菜	44.0	010-60710308	1.0	240.0	2.0	176.885	127.0	1.87487138426	0.010752688172	0.367128108289	206.676423163	0.850195821095	4.31428571429	0.00818554829724	0.00420376135105	1	4.8	2.8017238329	35	4.02011363636
