,shopname,meituan_id,dianping_id,address,lat,lon,google_road,google_qu,dianping_road,dianping_qu,meituan_category,dianping_category1,dianping_category2,dianping_price,telephone,problem,review_counts,sales_volume,sales_revenue,cum_sales_volume,rating
2793,天赐庄园（机场店）,265244,513553,顺义区首都机场西平街13号,40.04524,116.59234,,,顺义,"顺义区,顺义",其他美食,北京菜,北京菜,84,010-64574280,1,868.666666667,3.5,325.035,88.5,4.61227935533
2794,湘行记,90730941,57937926,顺义区北京首都机场机场南路西甲18号,40.04972,116.59251,,,首都机场,"朝阳区,顺义区,首都机场",川湘菜,湘菜,湘菜,77,010-64575152,1,82,182,16203.5,1201.5,4.6
2795,首都机场朗豪酒店The Place餐厅,363024,4206487,顺义区首都机场二经路1号朗豪酒店1楼（近机场三号航站楼）,40.04831,116.61291,,,首都机场,"朝阳区,顺义区,首都机场",自助餐,自助餐,自助餐,240,010-64575555,1,5.33333333333,3,716.4375,82.75,3.5
2796,东航大酒店（中餐厅）,41517488,58575250,顺义区小天竺路1号（东航大酒店内）,40.04691,116.58883,,,首都机场,"朝阳区,顺义区,首都机场",西北菜,西北菜,西北菜,41,010-64575588,1,36.6666666667,0.75,58.0725,60.25,3.43636363636
2797,厨匠重庆火锅,41789053,21752251,顺义区机场南路甲2号西园,40.05171,116.59779,,,首都机场,"朝阳区,顺义区,首都机场",火锅,重庆火锅,重庆火锅,100,010-64579763,1,1094.4,19.5,1928.165,1111.66666667,4.98479532164
2798,庆元鼎盛,1663435,6231594,顺义区府前一街1号（近天瑞加油站）,40.061058,116.58594,,,首都机场,"朝阳区,顺义区,首都机场",京菜鲁菜,北京菜,北京菜,59,010-64580899,1,56.8,2.5,212.5,114,4.25915492958
2799,丹江渔村（首都机场店）,150563234,77464305,顺义区府前二街,40.06391,116.577194,,,首都机场,"朝阳区,顺义区,首都机场",川湘菜,湖北菜,湖北菜,182,010-64581117,1,17,1.75,160.255,121,5
2800,昌盛方圆徐记美食家常菜,6019398,9991173,顺义区南平街陆联通市场B1号,40.04553,116.60307,,,首都机场,"朝阳区,顺义区,首都机场",其他美食,家常菜,"家常菜,川菜/家常菜",18,010-64582038,1,48,0.5,29.045,25.5,4
2801,金鼎涮,6745845,21294405,顺义区天竺中街5号路西,40.06202,116.58452,,,首都机场,"朝阳区,顺义区,首都机场",火锅,火锅,火锅,106,010-64582665,1,733,17.5,1579.68,655,4.43219645293
2802,福成肥牛（天竺机场分店）,2480515,571578,顺义区天竺镇南平街岗山路12号（国泰对面）,40.04587,116.60421,,,首都机场,"朝阳区,顺义区,首都机场",火锅,火锅,火锅,80,010-64585699,1,3663,124,10180,62767,4
2803,康仔港式云吞粉面（首都机场二店）,1662171,5429968,顺义区首都机场T2航站楼停车楼一层，五号通道,40.079433,116.59276,,,首都机场,"朝阳区,顺义区,首都机场",小吃快餐,小吃快餐,"小吃快餐,粉面馆",38,010-64586297,1,2283.66666667,89,3095.8825,13229,4.11837687929
2804,重庆老火锅,40188897,90425453,顺义区首都机场生活区南路东里2号楼（工商银行北侧50米）,40.05137,116.59471,,,顺义区,顺义区,火锅,火锅,火锅,,010-64586697,1,212,8.5,773.5,399,3.9
2805,阿达西新疆风味餐厅,42182675,90372550,顺义区天竺地区南平街京林美食天地一楼,40.04549,116.60167,,,顺义区,顺义区,新疆菜,其他中餐,中餐,,010-64588762,1,67.3333333333,53,4872.905,767.75,4.90099009901
2806,首都机场希尔顿酒店360°餐厅,359666,4216230,顺义区首都机场3号航站楼希尔顿酒店1楼,40.048397,116.61985,,,首都机场,"朝阳区,顺义区,首都机场",自助餐,自助餐,自助餐,344,010-64588888-8001,1,6,2.5,664.96,95.25,3.5
2807,首都机场希尔顿东西风餐厅,359668,4216240,顺义区首都机场3号航站楼希尔顿酒店1楼(首都机场 新国展),40.05461,116.615395,,,首都机场,"朝阳区,顺义区,首都机场",西餐,牛排,牛排,456,010-64588888-8101,1,0,0,0,0,3.5
2808,首都机场希尔顿酒店腾香居,359646,4216108,顺义区三经路首都机场3号航站楼希尔顿酒店2楼,40.04888,116.61958,,,首都机场,"朝阳区,顺义区,首都机场",川湘菜,川菜/家常菜,"川菜/家常菜,湘菜",281,010-64588888-8901,1,0,0,3.99,8,3.5
2809,永和大王（机场店）,6163324,2299534,顺义区国际机场2号航站区停车楼1楼,40.07943,116.592575,,,首都机场,"朝阳区,顺义区,首都机场",小吃快餐,快餐简餐,快餐简餐,26,010-64592596,1,0,17,2340,368,3.7
2810,蜀国演义（西平街店）,2437823,6442539,顺义区首都机场生活区西平街8号,40.046543,116.591965,,,首都机场,"朝阳区,顺义区,首都机场",川湘菜,川菜/家常菜,川菜/家常菜,83,010-64595060,1,696,8.66666666667,999.973333333,203,4.87356321839
2811,王妈手撕烤兔（德外店）,331277,3656620,西城区德外大街乙6号（口福居旁）,39.96485,116.38068,,,德外大街,"西城区,德外大街",小吃快餐,烧烤,烧烤,64,010-64602009,1,236.333333333,2,167.443333333,75,4.83427362482
2812,二月二春饼·家常菜（朝阳公园店）,291835,2671765,朝阳区朝阳公园路朝阳公园西门南侧20号,39.935986,116.47398,,,朝阳公园/团结湖,"朝阳区,朝阳公园/团结湖",京菜鲁菜,北京菜,北京菜,57,010-64605986,1,225,67,6368.76,4141,5
2813,晚枫亭（静安庄店）,42085665,22071175,朝阳区静安里37号楼一层,39.95801,116.44455,,,左家庄,"朝阳区,左家庄",自助餐,日本料理,"日本料理,日式自助",231,010-64608188,1,350,319,65956,2376.5,4.5
2814,隐屋,90757970,66148069,东城区东直门南大街8号楼（靠近中航大厦）,39.93715,116.4347,,,东直门,"朝阳区,东城区,东直门,三里屯",日韩料理,日本料理,"日本料理,寿司/简餐",126,010-64608921,1,4,0,0.768,14,4.6
2815,合利屋（三元桥店）,298029,2889598,朝阳区东三环北路丙2号天元港中心1-2楼（近霄云路）,39.95565,116.46028,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",小吃快餐,快餐简餐,"快餐简餐,韩国料理",32,010-64609099,1,3171,313.5,17808.06,11948,5
2816,大渔铁板烧（燕莎店）,282409,2357503,朝阳区亮马桥路麦子店街甲46号亚星大厦2楼(燕莎桥东，四季酒店东),39.950043,116.46866,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",烧烤烤肉,日式烧烤/铁板烧,"日式烧烤/铁板烧,日本料理,烧烤,日式自助",222,010-64612336,1,402,321,72869,7370,4.5
2817,霄云苑,5625958,14692998,朝阳区霄云路18号（京润水上别墅北侧100米）,39.962654,116.46983,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",京菜鲁菜,北京菜,北京菜,488,010-64615858,1,73.5,0,0,8.5,5
2818,柏林时光（德国啤酒花园）,5105482,15091320,朝阳区霄云里6号，城宝饭店1层（朝阳区工商局北侧）,39.961956,116.4641,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",西餐,西餐,西餐,153,010-64618842,1,315,8,1735.395,249,4.4
2819,肯德基（东直门店KFC店）,306028,58735649,东城区东直门外大街39号院公交商业用房南侧的一层101号和夹层201号铺位,39.94168,116.43566,,,东直门,"东城区,东直门",小吃快餐,快餐简餐,快餐简餐,30,010-64619603,1,3,3312,106070.745,202247,3
2820,和彩放题-渔阳店,71416715,32579131,朝阳区新源西里中街18号渔阳饭店正门旁一层河畔花园内,39.945793,116.44784,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",日韩料理,日本料理,"日本料理,日式自助",393,010-64625200,1,312,97.5,29013,1290,5
2821,红梦迪酒楼,282705,2369611,朝阳区东直门外大街胡家园小区20号（中央工艺美术学院附属中学旁）,39.945362,116.44579,,,东直门,"东城区,东直门",其他美食,北京菜,北京菜,62,010-64626243,1,109.5,8,702.8525,459.5,5
2822,冰城串吧（柳芳店）,377106,4695568,朝阳区左家庄西街柳芳南里甲1号,39.95405,116.43949,,,亮马桥/三元桥,"朝阳区,左家庄,亮马桥/三元桥",烧烤烤肉,烧烤,"烧烤,海鲜",73,010-64628997,1,3767,1881.25,175760.645,121463,5
2823,维尔纳斯蛋糕,74283303,4196999,东城区东直门北大街清水苑社区2号楼,39.966213,116.313545,,,双榆树,"海淀区,双榆树",甜点饮品,面包甜点,面包甜点,151,010-64630352,0,36217.3333333,634,106256.96,42528.75,4.56039465449
2824,维尔纳斯蛋糕（六里桥店）,92864547,4196999,丰台区太平桥西路华源一里8号（布丁酒店旁边）,39.966213,116.313545,,,双榆树,"海淀区,双榆树",甜点饮品,面包甜点,面包甜点,151,010-64630352,0,99.5,1167.5,195975.975,42820.5,5
2825,维尔纳斯蛋糕（物资学院店）,91422834,4196999,通州区朝阳北路物资学院路6号,39.966213,116.313545,,,双榆树,"海淀区,双榆树",甜点饮品,面包甜点,面包甜点,151,010-64630352,0,52,1165.5,195614.455,42725,4.8
2826,蔚真家 白丁焼肉&海鲜饭,3293840,13668932,朝阳区霄云路32号快客超市旁入口2楼,39.95817,116.46438,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",日韩料理,韩国料理,"韩国料理,火锅,海鲜,烧烤",75,010-64633354,1,1283.66666667,1.75,147.7075,15.25,4.84720851727
2827,渔娘（东直门店）,94732309,59474290,东城区东直门外胡家园社东区西门底商21号（胡家园商场北侧，百富怡酒店斜对面）,39.944504,116.444855,,,东直门,"东城区,东直门",海鲜,海鲜,海鲜,116,010-64636266,1,30,0,0,2,5
2828,木屋烧烤（北京国展店）,2472350,8983570,朝阳区西坝河中里6号（近国展后门）,39.96384,116.442116,,,左家庄,"朝阳区,左家庄",烧烤烤肉,烧烤,烧烤,76,010-64636651,1,20123.3333333,130.666666667,15377.1833333,2385.66666667,4.72660261719
2829,好伦哥（西坝河餐厅）,1046169,513379,朝阳区北三环东路西坝河东里83号商业用楼,39.96511,116.44409,,,左家庄,"朝阳区,左家庄",自助餐,自助餐,自助餐,58,010-64655007,1,9993,1419.25,115598.4575,44955,4.45238667067
2830,有食有味小馆（国展店）,4951398,17869689,朝阳区西坝河中街34号,39.962112,116.44023,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",川湘菜,川菜/家常菜,川菜/家常菜,44,010-64656369,1,161,2,234.295,95,5
2831,肆筵牛杂,52695907,27063943,朝阳区西坝河东里28号楼宴鸭楼底商,39.96511,116.44902,,,太阳宫,"朝阳区,太阳宫",小吃快餐,小吃快餐,小吃快餐,39,010-64660188,1,,37,764.7,372,5
2832,红太郎烤羊（原 灰太郎烤羊）,1660117,5723264,昌平区天通苑东一区西大门外北侧200米（18-19b底商）（李连贵熏肉大饼北侧）,40.067936,116.429855,,,天通苑,"昌平区,天通苑",烧烤烤肉,烧烤,"烧烤,中餐",71,010-64661187,1,375.6,3.5,313.726666667,152.833333333,4.43908413206
2833,福七 La Fourchette,1536137,5995548,朝阳区三里屯路甲7号（近中国银行）,39.9436,116.45524,,,三里屯,"朝阳区,三里屯",西餐,西餐,西餐,178,010-64661757,1,196,3.5,621.75,223.5,5
2834,口福居火锅（霄云路店）,8225,2052529,朝阳区霄云路25号（三元东桥东）,39.957943,116.462494,,,霄云路,"朝阳区,亮马桥/三元桥,霄云路",火锅,涮羊肉,"涮羊肉,烧烤",100,010-64663088,1,933.333333333,79.5,13008.9925,1371.5,4.10657142857
2835,俏巴妹（国展店）,311182,3342754,朝阳区西坝河中里朝阳百货大楼1楼(近国展后门),39.962013,116.4401,,,左家庄,"朝阳区,左家庄",川湘菜,烤鱼,"烤鱼,川菜/家常菜",91,010-64664542,1,1579,69.6666666667,11697.6733333,602.666666667,5
2836,四品府涮肉（西坝河店）,5152999,18351974,朝阳区西坝河东里28号（近三元大厦）,39.965466,116.448715,,,蓝色港湾,"朝阳区,亮马桥/三元桥,蓝色港湾",火锅,火锅,火锅,89,010-64667060,1,278,1,58.525,32,5
2837,邻家院子重庆火锅,40585389,22493152,朝阳区新源里西19号 格纳斯酒店1层,39.949062,116.449135,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",火锅,重庆火锅,重庆火锅,139,010-64669889,1,252,47,4286.8,873.5,4.9
2838,东来顺饭庄（新源西里店）,281618,2318548,朝阳区新源西里中街12号（近新源南路）,39.94819,116.44886,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",火锅,涮羊肉,涮羊肉,120,010-64673707,1,1094,216,59704.67,6101,4.8
2839,老诚一锅（新源里店）,40633091,20642304,朝阳区三元东桥新源里顺源街牛王庙8号楼（招商银行南60米）,39.95323,116.45872,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",火锅,羊蝎子,羊蝎子,76,010-64676788,1,594,46.5,4278,513.5,4.3
2840,黑土印象（三元桥店）,263628,509825,朝阳区东三环南小街6号楼（三元桥与三元东桥间）,39.954926,116.45773,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",东北菜,东北菜,东北菜,63,010-64685258,1,1074,0,0,12,4.4
2841,香草香草云南原生态火锅（霄云路店）,4940140,11579502,朝阳区东三环宵云路27号庆安大厦2楼,39.95939,116.46482,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",火锅,火锅,火锅,117,010-64685665,1,1620,816.5,65574.5,29448,4.8
2842,胶东海鲜大排档,71170755,52802565,朝阳区西坝河中路6号（国展后门，木屋烧烤旁边）,39.963814,116.44197,,,亮马桥/三元桥,"朝阳区,左家庄,亮马桥/三元桥",小吃快餐,海鲜,"海鲜,家常菜",76,010-64687480,1,8905,224.5,23922.5,5990,4.1
2843,蝎梁府（左家庄店）,1648781,5444111,朝阳区香河园路左家庄前街1号京华时报社前（大鸭梨隔壁）,39.95354,116.44323,,,左家庄,"朝阳区,左家庄",火锅,羊蝎子,羊蝎子,78,010-64689089,1,1825.33333333,107.75,17214.1875,1959.75,4.96033601169
2844,北京中航泊悦酒店颐和轩,4106547,511464,朝阳区霄云路36号中航泊悦酒店3楼,39.95684,116.463554,,,亮马桥/三元桥,"朝阳区,亮马桥/三元桥",粤港菜,粤菜馆,粤菜馆,120,010-64689999-3131,1,432,13.6666666667,1212.23,299.666666667,5
2845,管氏翅吧（望京店）,5371402,17182410,朝阳区望花路东里1号楼(近望花路小学),39.99014,116.473564,,,望京,"朝阳区,望京,太阳宫",烧烤烤肉,烧烤,"烧烤,海鲜",76,010-64701064,1,6566.33333333,93.6666666667,8992,940,4.98421239657
2846,08涮肉坊（广顺南大街店）,286964,2502040,朝阳区望京广顺南大街南口（花家地东路）,39.984566,116.48076,,,望京,"朝阳区,望京",火锅,火锅,火锅,107,010-64702826,1,948,23.5,2581.385,1434,5
2847,流氓村（望京店）,5815740,19183462,朝阳区望京西园四区423-424号楼 韩国美食城2层,39.995266,116.46845,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,93,010-64705055,1,1673.33333333,2.33333333333,198.57,527.666666667,4.78
2848,水晶烤肉（望京二店）,5866824,15990634,朝阳区广顺南大街1号娜丽莎大厦3楼（近凯德MALL）,39.99139,116.47147,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,99,010-64705530,1,1764,6.5,1313.5,113.5,4.9
2849,丰茂烤串l羊肉现穿才好吃（六佰本店）,310017,3308968,朝阳区广顺北大街利泽中街六佰本商业区北区三楼丰茂烤串,40.007915,116.46702,,,望京,"朝阳区,望京",烧烤烤肉,烧烤,烧烤,98,010-64705988,1,1974.66666667,4.33333333333,394.32,406,4.24976367319
2850,济扶岛韩国海鲜汤（望京店）,1464212,5686527,朝阳区广顺北大街望京新城423号楼2F（韩式美食城）,39.995567,116.4688,,,望京,"朝阳区,望京",日韩料理,韩国料理,"韩国料理,海鲜",122,010-64706467,1,1288,74.5,11917.8325,2207,4.575
2851,田氏火火猪蹄（望京西园店）,4700977,18078124,朝阳区望京西园四区423号楼望京美食城2层,39.995804,116.46878,,,望京,"朝阳区,望京",日韩料理,创意菜,创意菜,94,010-64707377,1,50,1,224.555,47,4.7
2852,德仁居烤鸭店,550214,511754,朝阳区花家地小区30号楼(中医药大学对面),39.98259,116.47017,,,望京,"朝阳区,望京",京菜鲁菜,烤鸭,烤鸭,75,010-64710170,1,1890.66666667,44.75,5183.6975,461,4.77743300423
2853,老诚一锅（望花路店）,1558784,3662188,朝阳区望花路甲1号（近望京大厦）,39.987038,116.46966,,,望京,"朝阳区,望京",火锅,羊蝎子,羊蝎子,92,010-64712799,1,1894.66666667,52.75,6680.3125,242.5,4.68972554539
2854,芝湖参鸡汤,377512,4700662,朝阳区阜通西大街望京西园四区416号楼底商（交通银行旁）,39.995464,116.4721,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,65,010-64715855,1,3060.66666667,103.75,9638.2375,3998.5,4.70585928992
2855,大鸭梨烤鸭店（望京店）,2427936,513106,朝阳区花家地东路5号,39.98237,116.47708,,,望京,"朝阳区,望京",京菜鲁菜,烤鸭,烤鸭,87,010-64716033,1,1246,327.75,61927.5375,15615,4.98009630819
2856,张师傅参鸡汤（鲜有基港旅三店）,2714039,8829378,朝阳区湖光中街甲6号港旅大厦1层（近南湖南路北口）,39.99682,116.46439,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,86,010-64716686,1,3205.33333333,506.75,31742.89,21024.25,5
2857,金百万烤鸭店（望京花园店）,1657948,5217199,朝阳区广泽路望京花园小区214号（利泽中街口）,40.008266,116.4776,,,望京,"朝阳区,望京",京菜鲁菜,烤鸭,"烤鸭,家常菜",76,010-64716987,1,14722.9,1009.63636364,141434.862727,39038.4545455,4.87859728722
2858,金汤玉线（凯德MALL望京店）,279878,2231482,朝阳区广顺北大街33号凯德MALLB1层,39.9934,116.46835,,,望京,"朝阳区,望京",小吃快餐,小吃快餐,"小吃快餐,粉面馆",41,010-64717742,1,194,15,1262.65,820,5
2859,美都波韩国烤肉,42915944,5440818,朝阳区湖光中街甲6号港旅大厦1楼(近教文大酒店),39.996815,116.46439,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,123,010-64718778,1,1028,117.5,27585,1086,4.9
2860,雪冰Sulbing甜品咖啡厅（望京店）,50239239,24759783,朝阳区望京SOHO中心T3号楼一层底商3106（三栋高塔中间）,39.99625,116.48041,,,望京,"朝阳区,望京",甜点饮品,甜品饮品,甜品饮品,44,010-64722166,1,732,15.5,381.5,881,4.9
2861,火齐潮汕砂锅粥（望京店）,3319808,21252959,朝阳区广顺南大街东升旺和综合市场门面房,39.99184,116.47079,,,望京,"朝阳区,望京",小吃快餐,潮汕菜,潮汕菜,77,010-64723217,1,169,25.8,4834.576,1279.4,4.91893491124
2862,偶巴尔坛韩国牛肚（望京店）,525179,1915300,朝阳区望京湖光中街9号(近青鸟健身),39.997456,116.46627,,,望京,"朝阳区,望京",日韩料理,韩国料理,"韩国料理,烧烤",144,010-64726843,1,4890.66666667,1.75,286.5225,50.75,4.87241003272
2863,箩箩贵州酸汤鱼（望京店）,515816,513502,朝阳区阜通东大街甲1号方舟苑南门靠近宜家家居旁（近花家地）,39.978317,116.46571,,,望京,"朝阳区,望京",云贵菜,贵州菜,"贵州菜,火锅",88,010-64730970,1,279,226,20340,5177,4.3
2864,玉流馆朝鲜料理,265383,513838,朝阳区望京湖光中街8号,39.996838,116.46095,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,163,010-64732803,1,301.333333333,18.5,3674.7475,478.25,5
2865,金草帽炭火烤肉（望京店）,307966,3256519,朝阳区广顺北大街望京西园四区423-424号楼2楼,39.995083,116.469315,,,望京,"朝阳区,望京",日韩料理,韩国料理,"韩国料理,烧烤",99,010-64733841,1,11516.6666667,195.75,32547.6525,16108.25,4.76196816208
2866,潭州酒楼,262869,508266,朝阳区花家地街花家地北里1号楼（近望花路）,39.98679,116.46726,,,望京,"朝阳区,望京",川湘菜,湘菜,湘菜,62,010-64734418,1,872,48.25,6384.405,3340.75,4.83944954128
2867,WARAWARA（教文店）,81227639,43555418,朝阳区湖光中街甲6号教文酒店一层,39.996887,116.46422,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,102,010-64739799,1,775,66,10075,1848,4.7
2868,鲜有基参鸡汤（张师傅望城一店）,289466,2589790,朝阳区阜通西大街望京西园四区412号楼,39.99658,116.47308,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,83,010-64745062,1,1578,346.5,22149.38,24291,5
2869,金百万烤鸭店（望京店）,264040,510727,朝阳区湖光北街南湖中园一区211号楼（近南湖北路）,40.00064,116.46155,,,望京,"朝阳区,望京",京菜鲁菜,烤鸭,烤鸭,78,010-64746660,1,,1,184,14,4.5
2870,集天鲅鱼饺子（望京店）,3291297,11581298,朝阳区花家地街望京大厦2楼（近西门子大厦）,39.986,116.47001,,,望京,"朝阳区,望京",小吃快餐,鲁菜,鲁菜,65,010-64750076,1,1092,2301,204789,52805,4.4
2871,巴黎贝甜（凯德MALL望京店）,275435,1945831,朝阳区广顺北大街33号凯德购物中心1层,39.993824,116.467834,,,望京,"朝阳区,望京",甜点饮品,甜品饮品,甜品饮品,36,010-64751012,1,4302,475,21375,16113,4.1
2872,金草帽·春川鸡排锅（望京店）,41396502,21648796,朝阳区望京新城广顺北大街韩式美食城2层(面对多乐之日右边),39.995625,116.468636,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,68,010-64751301,1,16652,838.75,81860.36,37354.25,4.82827288013
2873,宽板凳老灶火锅（望京花家地店）,2745527,22019854,朝阳区花家地街花家地小区16号楼,39.983932,116.46837,,,望京,"朝阳区,望京",火锅,重庆火锅,重庆火锅,99,010-64753050,1,449.5,9624.75,865253.3325,244810.25,4.70100111235
2874,猫眼（望京店）,278441,2112622,朝阳区望京湖光中街１号LOFEL大厦1层左侧,39.997494,116.46682,,,望京,"朝阳区,望京",西餐,比萨,比萨,42,010-64755464,1,207,8,712.19,380,4.6
2875,绝味五花肉,1513752,5732758,朝阳区阜通西大街望京新城四区423号楼首尔美食城2楼（近广顺北大街）,39.995872,116.46843,,,望京,"朝阳区,望京",日韩料理,韩国料理,"韩国料理,烧烤",88,010-64757854,1,,38,6054,377,4.5
2876,平安道（望京店）,4093790,19477152,朝阳区望京花家地30号楼（北京中医药大学对面）,39.98224,116.47022,,,望京,"朝阳区,望京",日韩料理,烧烤,"烧烤,韩国料理",133,010-64776766,1,476.666666667,23,2218.79285714,453.714285714,5
2877,喜来稀肉,6078224,18630572,朝阳区湖光中街南湖中园南门（南湖中园南门公交站正对面，桔子酒店斜对面）,39.997658,116.459335,,,望京,"朝阳区,望京",日韩料理,韩国料理,韩国料理,99,010-64781101,1,630,27,2430,997.5,4.9
2878,喇喇排骨火锅（望京店）,86589,4511672,朝阳区望京丽泽西园209号海鲜大卖场3层311,40.00876,116.46234,,,望京,"朝阳区,望京",火锅,火锅,火锅,76,010-64786093,1,1417.6,8.66666666667,1087.02333333,152.666666667,4.55804176072
2879,汉丽轩（望馨商业中心店）,68001374,38335115,朝阳区望馨商业中心三层,40.009113,116.46216,,,望京,"朝阳区,望京",烧烤烤肉,烧烤,"烧烤,韩国料理",58,010-64786568,1,2500,1320,75080.5,21246.5,3.6
2880,陶板屋铁板烧,2473817,8997463,朝阳区利泽西街望馨花园209号楼213室,40.009113,116.46216,,,望京,"朝阳区,望京",烧烤烤肉,日本料理,日本料理,153,010-64786828,1,7608,280.5,45734.1116667,8075.16666667,4.89169295478
2881,Aiyoyo爱优呦冻酸奶（望京凯德店）,91160262,67671127,朝阳区广顺北大街33号望京凯德Mall购物中心B1层11号,39.99348,116.46835,,,望京,"朝阳区,望京",甜点饮品,冰淇淋,冰淇淋,25,010-64788681,1,,74,1644,741,4.9
2882,左麻右辣鲜牛肉火锅（望京店）,51922827,24009322,朝阳区望京湖光中街银领国际南门底商,39.99723,116.45591,,,望京,"朝阳区,望京",火锅,火锅,火锅,86,010-64791288,1,916,293.5,39076.5,1458.5,4.9
2883,东煌酒店荷餐厅,317437,6215308,朝阳区望京广顺南大街16号东煌酒店六层,39.987278,116.480095,,,望京,"朝阳区,望京",川湘菜,湘菜,湘菜,101,010-64797561,1,456,9,4090,234,5
2884,金簋小山城（亚运村店）,530168,2213056,朝阳区亚运村慧忠北里小区111号,40.005447,116.40593,,,亚运村,"朝阳区,亚运村",火锅,火锅,火锅,100,010-64800595,1,634,10,900,516,4.3
2885,大亨小厨,4584767,20849066,朝阳区小关东里10号院13号楼（小关北里小学对面）,39.979862,116.41562,,,对外经贸,"朝阳区,对外经贸",川湘菜,川菜/家常菜,川菜/家常菜,51,010-64812768,1,651.6,2,179.598,95.2,4.9226519337
2886,湘西往事,281764,92757430,朝阳区惠新里3号对外经贸大学西门（紫光大厦北侧向里50米）,39.9808,116.42293,,,对外经贸,"朝阳区,对外经贸",川湘菜,其他中餐,中餐,83,010-64815918,1,4004,17,1496,1560.5,4.4
2887,赛百味（经贸大学店）,289761,2601967,朝阳区惠新东街11号紫光发展大厦1楼（外经贸大学西门斜对面）,39.980797,116.42327,,,芍药居,"朝阳区,对外经贸,芍药居",西餐,西式简餐,西式简餐,25,010-64823106,1,502,18.75,576.12,847.5,4.3
2888,天和晟京味酒楼（紫光店）,306628,3189058,朝阳区惠新东街11号紫光发展大厦B座201号（近对外经济贸易大学西门）,39.980743,116.42368,,,芍药居,"朝阳区,对外经贸,芍药居",京菜鲁菜,北京菜,北京菜,47,010-64823627,1,2553,53,4116.795,2530,5
2889,Laker's （对外经贸店）,1653150,5308588,朝阳区惠新东街紫光发展大厦B座-3102号,39.9807,116.42302,,,芍药居,"朝阳区,对外经贸,芍药居",西餐,比萨,比萨,63,010-64823841,1,7490,208.75,19126.6325,934.25,4.8391188251
2890,热景灶台鱼（亚运村店）,42518010,22900488,朝阳区慧忠北里105号热景美食汇（华汇商厦）,40.005898,116.40722,,,亚运村,"朝阳区,亚运村",东北菜,东北菜,"东北菜,海鲜",83,010-64837176,1,3861,77.5,11167.97,1489,4.3
2891,石器时代串吧（亚运村店）,41722553,20843890,朝阳区四海凯悦休闲广场内2层（马可波罗酒店西北角）,40.005894,116.407295,,,亚运村,"朝阳区,亚运村",烧烤烤肉,烧烤,烧烤,79,010-64837178,1,381,10,949,284,4.6
2892,王家渡火锅店（奥运村店）,266358,516393,朝阳区慧忠北里413号楼(近大屯北路),40.004513,116.40083,,,亚运村,"朝阳区,亚运村",火锅,火锅,火锅,148,010-64846277,1,1758.66666667,20,2416.55,23442,4.92539802881
2893,便宜坊（亚运村鸟巢店）,289749,2601043,朝阳区安翔北路安翔里甲21号（水立方西300米，解放军306医院南门斜对面）,39.99384,116.38103,,,亚运村,"朝阳区,亚运村",京菜鲁菜,烤鸭,烤鸭,126,010-64856688,1,1694,6.5,4329.5,29,3.6
2894,大鸭梨烤鸭店（亚运村店）,264282,511290,朝阳区大屯路甲2号,40.001408,116.37704,,,亚运村,"朝阳区,亚运村",京菜鲁菜,北京菜,北京菜,75,010-64861646,1,1910.66666667,336.25,50533.3925,16292.5,4.55282623866
2895,顺峰（亚运村店）,290805,2638603,朝阳区安立路慧忠北里105号楼C段(科荟路口),40.00799,116.4076,,,亚运村,"朝阳区,亚运村",粤港菜,粤菜馆,粤菜馆,318,010-64863886,1,1864,179.666666667,31211.9666667,4162.66666667,4.4
2896,海天饺子城,5765965,574127,朝阳区安翔路长空院内（音乐学院东）,39.99159,116.38101,,,亚运村,"朝阳区,亚运村",京菜鲁菜,烤鸭,烤鸭,38,010-64868409,1,3604,50,3886.845,3482,4.7
2897,羯子李（国奥店）,290765,2637703,朝阳区北沙滩1号院甲20楼9号（国奥村对面）,40.00438,116.37533,,,北沙滩,"朝阳区,北沙滩",火锅,羊蝎子,羊蝎子,94,010-64870933,1,506,22.3333333333,2135.16,540.666666667,5
